name,place,lon,lat,elevation_m,at_risk
Farukolhu,island,73.2962702,6.1899923,0.0,True
Gallandhoo,islet,72.9833747,6.9470124,0.0,True
Dhigufaru,islet,73.0571934,5.1670627,0.0,True
Vattaru,islet,73.3854291,5.6697197,0.0,True
Hirubadhoo,islet,73.2454871,6.187925,0.0,True
ކުޅުދުއްފުށި,island,73.0689344,6.6232292,0.0,True
Maavaidhoo,islet,73.0539328,6.5154201,0.0,True
Anhenunfushi,islet,72.9685513,5.34203,0.0,True
Thiladhoo,islet,73.1553109,5.2622705,0.0,True
ދިއްދޫ,islet,73.3818759,5.3760696,0.0,True
Unnamed settlement,islet,73.368098,5.9654656,0.0,True
Keekimini,islet,73.1121806,6.0073738,0.0,True
Thuraakunu,islet,72.8989188,7.1039485,0.0,True
Kashidhoo,islet,72.9686947,5.2971745,0.0,True
Hirinaidhoo,islet,72.9482125,6.7017073,0.0,True
Fasmendhoo,islet,72.8816397,5.4941429,0.0,True
Gaakoshinbi,islet,73.0119808,6.287067,0.0,True
Fuggiri,islet,72.8527603,5.72424,0.0,True
ތުޅާދޫ,islet,72.8412355,5.0216527,0.0,True
Horubadhoo,islet,73.052929,5.162601,0.0,True
Unnamed settlement,islet,73.3863464,5.9622776,0.0,True
Fonimagoodhoo,islet,73.1635327,5.2552356,0.0,True
Kudalhaimendhoo,islet,73.2945505,6.0146261,0.0,True
ކަނދޮޅުދޫ,islet,72.8551841,5.6186993,0.0,True
Umarehfinolhu,islet,72.8513803,7.0094567,0.0,True
Unnamed settlement,islet,72.899268,6.7052967,0.0,True
ވާދޫ,islet,72.9908042,5.8554451,0.0,True
ފޭދޫ,islet,73.0488265,6.3603798,0.0,True
Unnamed settlement,islet,72.8561296,5.06387,0.0,True
ރަސްގެތީމު,islet,73.0029763,5.8077549,0.0,True
Unnamed settlement,islet,73.1092153,6.3023087,0.0,True
Fares,islet,72.8773391,5.2321472,0.0,True
Unnamed settlement,islet,73.3161909,5.9129841,0.0,True
Vilin'gili,islet,72.9542282,5.3766342,0.0,True
Kuredu Island,islet,73.4648326,5.5497948,0.0,True
Unnamed settlement,islet,72.9256994,6.3955666,0.0,True
Miriandhoo,islet,73.0313288,5.0631969,0.0,True
Hibalhidoo,islet,73.1149463,5.1412934,0.0,True
Vangaaru,islet,72.8783447,7.0933353,0.0,True
Landaa Giraavaru,islet,73.1113476,5.2862914,0.0,True
ހއ. އިހަވަންދޫ,island,72.9262956,6.9549153,0.0,True
މާރަންދޫ,islet,72.98438,6.8524058,0.0,True
ދަރަވަންދޫ,islet,73.130402,5.1567585,0.0,True
އަލިފުށި,island,72.9530175,5.9672156,0.0,True
Medhafushi,islet,72.9347215,7.0107308,0.0,True
Dhakandhoo,islet,72.8936764,5.248485,0.0,True
Dhigufaruvinagandu,islet,72.9897671,5.3524744,0.0,True
Madhiriguraidhoo,islet,73.5600134,5.4699808,0.0,True
Theefaridhoo,island,73.0332752,6.7401885,0.0,True
Furaveri,islet,72.9079891,5.4406284,0.0,True
Kakaaeriyadhoo,islet,72.9023497,6.4781239,0.0,True
Unnamed settlement,islet,73.4366708,5.9207123,0.0,True
Veyofushi,islet,73.1581831,5.2289281,0.0,True
Nellaidhoo,islet,72.947035,6.7148335,0.0,True
ހުޅުދުއްފާރު,islet,73.0123412,5.7659306,0.0,True
Joali being Bodufushi,islet,72.968662,5.5076421,0.0,True
މޮޅަދޫ,island,72.9968365,7.0154235,0.0,True
އިންނަހުރާ,islet,73.6540322,5.3499295,0.0,True
ބާރަށް,island,73.2076751,6.8168962,0.0,True
Meedhuffushi,islet,73.0004656,3.0033482,0.0,True
Dhiggiri,islet,73.4868325,3.6448405,0.0,True
Rangali Finolhu,islet,72.7233105,3.6181812,0.0,True
Bulhaaholhi,islet,72.7317846,3.7390657,0.0,True
ހުރާ,islet,73.6013213,4.3337674,0.0,True
Akirifushi,islet,73.4018621,4.6376414,0.0,True
Minimasgali,islet,72.8356525,3.2428053,0.0,True
Holiday Inn Resort Kandooma Maldives,islet,73.4737106,3.903628,0.0,True
Unnamed settlement,islet,72.8978628,3.3161378,0.0,True
އޮމަދޫ,islet,72.9619566,3.7916391,0.0,True
ދިއްދޫ,islet,72.8789128,3.4847647,0.0,True
Velidhu,islet,72.8190019,4.1947705,0.0,True
Madoogali,islet,72.7528795,4.0961673,0.0,True
Vabbinfaru,islet,73.4238859,4.3096968,0.0,True
Fihalhohi,islet,73.3670776,3.877351,0.0,True
Maagaa,islet,72.9568816,3.989098,0.0,True
ބިލެއްދޫ,islet,72.9843618,3.1184365,0.0,True
Bodufinolhu,islet,73.456504,3.8576107,0.0,True
ދަނގެތި,islet,72.9561643,3.6068808,0.0,True
ބޮޑުފޮޅުދޫ,islet,72.7735929,4.1857526,0.0,True
Cocoa Island,islet,73.4711132,3.9177889,0.0,True
Olhahali,islet,73.4506637,4.6900376,0.0,True
Rah Gili Maldives,islet,73.4113707,3.8121414,0.0,True
Dhinnolhu Finolhu,islet,72.7324409,4.1386751,0.0,True
Naladhu,islet,73.5064158,3.9718617,0.0,True
Kudhiboli,islet,73.365291,3.6365738,0.0,True
Thulhagiri,islet,73.4874884,4.3116364,0.0,True
Kudahithi,islet,73.3803446,4.4174188,0.0,True
Dhiffushi,island,72.8240092,3.4754734,0.0,True
Maafushi,islet,72.978353,3.2430398,0.0,True
Theluveligaa,islet,72.9026456,3.6697961,0.0,True
